재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,      기초현금및현금성자산,"575,654,420,485","480,242,445,713","310,456,880,913",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,      현금및현금성자산,"578,856,112,075","575,654,420,485","480,242,445,713",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,         재무활동순현금흐름,"68,707,337,485","1,308,900,571","209,491,634,365",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            환매조건부채권매도의 순증감,"-346,339,101,398","207,054,558,927","-115,661,299,112",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            콜머니의 순증감,"100,000,000,000","-40,000,000,000",0,
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            배당금의 지급,"6,931,782,880","20,712,605,760","12,427,549,500",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            리스부채의 원금상환액,"2,220,904,374","2,017,753,487","2,040,667,112",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            차입금의 순증감,"153,099,126,137","5,279,681,901","84,621,150,089",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            발행사채의 순증감,"171,100,000,000","-144,000,000,000","255,000,000,000",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            자기주식의 증가,0,"-4,294,981,010",0,
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,         투자활동순현금흐름,"-64,097,399,004","-18,433,021,004","-19,164,780,500",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            보증금의 감소,"363,731,400","285,000,000","386,681,442",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            보증금의 증가,"35,000,000","531,384,524","1,450,000,000",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            기타포괄손익-공정가치측정금융자산의취득,"59,999,711,685","2,500,000,000",0,
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            기타자산의 취득,0,0,"3,534,368,760",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            종속기업투자주식의 처분,"2,736,533,653",0,0,
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            종속기업투자주식의 취득,"6,000,000,000","3,000,000,000",0,
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            무형자산의 처분,0,"39,800,000",0,
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            관계기업투자자산의 처분,"3,509,773,378",0,0,
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            무형자산의 취득,"2,778,916,670","8,381,539,774","4,170,584,164",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            관계기업투자주식의 취득,"1,015,000,000","1,000,000,000","4,686,438,487",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            유형자산의 취득,"878,809,080","3,344,896,706","5,710,070,531",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,         영업활동순현금흐름,"-1,619,611,310","113,147,682,622","-21,520,128,682",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            영업에서 창출된 현금흐름,"-87,346,497,916","80,580,760,660","-83,447,912,163",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,               영업활동으로 인한 자산 부채의 변동,"-29,405,070,054","160,127,159,173","-125,678,530,614",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  상각후원가측정금융자산(대여금및수취채권),"149,384,008,529","335,794,881,537","650,907,130,030",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  당기손익-공정가치측정금융자산,"-265,832,403,006","-127,255,872,952","511,027,489,363",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  사외적립자산,"2,923,188,406","-3,694,449,491","-2,314,856,020",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  당기손익-공정가치측정금융부채,"14,498,591,569","379,344,490,564","-210,611,910,575",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  기타금융부채,"150,905,023,580","-210,177,626,586","-689,777,848,068",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  퇴직금의 지급,"-3,058,172,050","-4,009,597,370","-2,822,879,760",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  충당부채,"-500,000,000",0,"71,116,031",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  기타자산,"1,620,326,814","-1,145,480,330","-7,179,549,000",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  예수부채,"-80,169,875,739","-192,385,120,716","-377,929,000,988",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  기타부채,"824,241,843","-16,344,065,483","2,951,778,373",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,               당기순이익조정을 위한 가감 합계,"-69,093,683,733","-80,922,204,653","-55,418,407,736",
현금흐름표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  대손상각비,"26,704,130,070","7,355,000,000",0,
