재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,      기초현금및현금성자산,"534,410,464,621","647,128,244,554","219,131,665,570",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,      기말현금및현금성자산,"766,920,151,553","534,410,464,621","295,818,414,947",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,         재무활동순현금흐름,"-628,370,598,938","-65,369,984,357","331,701,540,417",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            임대보증금의 감소,"576,862,204","14,558,309,460","2,196,415,067",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            환매조건부채권매도의 감소,"320,000,000,000",0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            임대보증금의 증가,"5,594,922,854","1,752,915,510","1,865,610,628",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            환매조건부채권매도의 증가,0,"320,000,000,000",0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            배당금지급,"276,199,957,400","210,152,141,500","132,095,631,800",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            리스부채의 지급,"37,188,702,188","35,412,448,907","33,426,103,344",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            후순위부채의 발행,0,0,"497,554,080,000",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            후순위부채의 상환,0,"127,000,000,000",0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,         투자활동순현금흐름,"-1,837,816,542,106","-2,061,741,889,869","-2,002,965,546,131",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            임차보증금의 감소,"4,622,569,300","5,997,380,037","3,891,894,699",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            보증금의 증가,"4,395,961,351","5,836,182,915","4,887,074,763",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            당기손익-공정가치측정금융자산의 처분,"1,485,770,531,550",0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            기타포괄손익-공정가치측정금융자산의처분,"1,743,135,284,415",0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            기타포괄손익-공정가치측정금융자산의취득,"3,159,409,357,883",0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            당기손익-공정가치측정금융자산의 취득,"1,457,072,557,530",0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            매도가능금융자산의 처분,0,"3,521,539,001,844","4,301,183,833,124",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            만기보유금융자산의 처분,0,"85,952,409,335","20,259,946,000",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            매도가능금융자산의 취득,0,"4,768,440,151,493","5,690,856,582,682",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            만기보유금융자산의 취득,0,0,"589,632,310,147",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            제3자에 대한 선급금 및 대여금,"178,499,485,291","5,549,980,000","5,463,565,800",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            종속기업과 기타 사업의 지배력 획득에 따른 현금흐름,0,"55,807,408,000","6,083,952,000",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,"            선물계약, 선도계약, 옵션계약, 스왑계약에 따른 현금지급","222,802,617,519","786,069,176,053",0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,"            선물계약, 선도계약, 옵션계약, 스왑계약에 따른 현금수취",0,0,"58,617,205",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            무형자산의 처분,"845,178,984","384,775,000",0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            유형자산의 처분,"10,258,900","135,483,571","87,824,786",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            무형자산의 취득,"22,768,545,332","17,985,627,142","17,828,151,636",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            유형자산의 취득,"27,251,840,349","36,062,414,053","13,696,024,917",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,         영업활동순현금흐름,"2,695,320,980,689","2,016,946,014,810","1,732,950,315,776",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            영업에서 창출된 현금흐름,"1,715,647,293,584","731,086,234,770","779,402,539,905",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,               영업활동으로 인한 자산 부채의 변동,"11,264,651,529,030","9,989,915,095,139","-1,940,333,118,563",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,               법인세비용차감전순이익,"2,025,286,419,846","2,577,467,458,539","1,064,618,316,696",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,               수익 및 비용의 조정,"-11,574,290,655,292","-11,836,296,318,908","1,655,117,341,772",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            배당금수취,"16,388,067,630","553,422,672,672","353,978,231,381",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            법인세납부,"77,516,490,550","292,968,809,123","195,753,192,159",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            이자지급,"30,897,818,080","32,313,482,885","27,590,955,124",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            이자수취,"1,071,699,928,105","1,057,719,399,376","822,913,691,773",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,      현금및현금성자산에 대한 환율변동효과,"3,375,847,287","-2,551,920,517","15,000,439,315",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,      현금및현금성자산의순증가(감소),"232,509,686,932","-112,717,779,933","76,686,749,377",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,      환율변동효과 반영전 현금및현금성자산의 순증가(감소),"229,133,839,645","-110,165,859,416","61,686,310,062",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,      기초현금및현금성자산,"726,634,000,000","522,045,000,000","513,184,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,      현금및현금성자산,"1,084,592,000,000","726,634,000,000","453,641,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,         재무활동으로 인한 현금흐름,"-384,577,000,000","233,977,000,000","352,855,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            임대보증금의 감소,"77,000,000","20,306,000,000","2,701,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            임대보증금의 증가,"200,000,000","1,729,000,000","1,908,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            배당금의 지급,"350,002,000,000",0,0,
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            리스부채의 감소,"34,698,000,000","32,707,000,000","24,326,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            사채의 증가,0,"285,261,000,000","377,974,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,         투자활동으로 인한 현금흐름,"-776,011,000,000","-2,256,175,000,000","-1,493,709,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            임차보증금의 감소,"4,011,000,000","7,722,000,000","8,404,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            임차보증금의 증가,"3,974,000,000","9,238,000,000","4,828,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            당기손익공정가치측정금융자산의 감소,"836,703,000,000","1,046,227,000,000","734,783,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            상각후원가측정금융자산의 감소,0,0,"13,400,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            기타포괄손익공정가치측정금융자산의 감소,"2,549,590,000,000","1,623,407,000,000","1,862,945,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            상각후원가측정금융자산의 증가,0,"20,000,000,000","168,418,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            기타포괄손익공정가치측정금융자산의 증가,"2,954,970,000,000","3,266,464,000,000","2,375,600,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            당기손익공정가치측정금융자산의 증가,"1,121,220,000,000","1,976,561,000,000","1,575,508,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            관계종속기업투자주식의 처분,"150,884,000,000","63,340,000,000","204,624,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            관계종속기업투자주식의 취득,"61,355,000,000","85,361,000,000","232,020,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            선급금의 증가,"57,573,000,000","23,265,000,000","14,448,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            위험회피활동으로 인한 현금유출,"116,937,000,000","146,386,000,000","62,452,000,000",
현금흐름표,002550,KB손해보험,기타법인,651,보험업,KRW,            위험회피활동으로 인한 현금유입,"11,231,000,000","7,967,000,000","24,640,000,000",
