재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,      기초현금및현금성자산,"213,504,944,279","2,345,340,895","15,266,175,051",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,      기말 현금및현금성자산,"194,388,741,726","213,504,944,279","2,345,340,895",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         재무활동으로 인한 현금흐름,"-13,372,260,437","196,044,454,818","57,413,015,700",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            자기주식의 취득,"19,978,862,800",0,0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신종자본증권의 발행,"265,068,251,000",0,"199,245,960,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신종자본증권의 상환,"150,000,000,000",0,0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신종자본증권 이익분배금의 지급,"22,074,549,997","18,325,000,000","14,850,000,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            사채의 발행,"219,580,787,400","349,308,728,400","169,729,660,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            연차배당금의 지급,"109,944,790,800","106,561,874,160","65,966,874,480",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            리스부채의 지급,"1,023,095,240","1,151,015,864","745,729,820",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            차입부채의 증가,"53,000,000,000","92,773,616,442",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            사채의 상환,"100,000,000,000","120,000,000,000","230,000,000,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            차입부채의 감소,"148,000,000,000",0,0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         투자활동으로 인한 현금흐름,"-224,477,389,070","-333,806,975,975","-156,894,392,851",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            보증금의 증가,0,"100,000,000","421,920,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            상각후원가측정금융자산의처분,"50,000,000,000","25,000,000,000","50,000,000,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            당기손익-공정가치측정금융자산의취득,0,"295,000,000,000",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            상각후원가측정금융자산의취득,0,0,"50,000,000,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            선급금의 증가,"978,064,216","1,467,096,322",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            종속기업투자주식의 취득,"271,720,316,050","59,999,988,583","152,326,183,693",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            유형자산의 처분,0,0,"29,332,962",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            무형자산의 취득,"1,515,029,734","1,699,496,720","2,290,036,450",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            유형자산의 취득,"263,979,070","540,394,350","1,885,585,670",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         영업활동으로 인한 현금흐름,"218,733,446,954","348,922,124,541","86,560,542,995",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            영업에서 창출된 현금흐름,"-39,579,835,671","-13,674,402,697","-43,432,958,900",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               영업활동으로 인한 자산 부채의 변동,"14,658,146","17,508,441,277","-13,866,256,256",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  예치금의 감소(증가),0,"14,998,000,000","-15,000,000,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  미수수익의 감소(증가),"-623,904,990","185,460,785","-1,143,143,585",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  선급금의 감소(증가),"1,039,620,538",0,"674,349,800",
