재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,      기초현금및현금성자산,"1,034,853,974,719","1,044,330,852,558","521,263,410,378",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,      기말현금및현금성자산,"1,217,373,162,482","1,034,853,974,719","602,845,872,660",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,         재무활동순현금흐름,"-1,058,392,532,992","107,227,531,839","400,757,698,424",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            신종자본증권의 상환,"30,000,000,000",0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            임대보증금의 감소,"576,862,204","14,558,309,460","2,196,415,067",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            비지배지분의 감소,0,0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            환매조건부채권매도의 감소,"510,800,000,000",0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            신종자본증권의 배당,"2,379,068,493",0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            임대보증금의 증가,"5,883,601,074","1,752,915,510","2,456,237,428",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            환매조건부채권매도의 증가,0,"520,900,000,000",0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            배당금지급,"276,199,957,400","216,792,141,497","135,535,631,799",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            리스부채의 지급,"47,932,332,060","43,780,489,012","45,095,215,351",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            차입금의 증가,0,"8,161,796,510","581,128,723,213",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            후순위부채의 발행,"78,598,320,806","112,543,759,788",0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            차입금의 감소,"34,513,772,876",0,0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            후순위부채의 상환,"240,472,461,839","261,000,000,000",0,
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,         투자활동순현금흐름,"-3,219,361,037,634","-2,861,202,211,542","-2,626,079,514,885",
현금흐름표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            임차보증금의 감소,"6,913,514,030","9,315,049,875","6,455,707,052",
