재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            기타포괄손익-공정가치측정금융상품관련이익,"6,284,555,820",0,0,
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,      투자손익,"466,754,713,684","574,671,652,711","1,403,791,515,159",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,         투자영업비용,"2,380,850,795,108","2,429,697,248,099","1,059,924,216,185",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            신용손실충당금 전입액,"49,482,115,022",0,0,
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            보험금융비용,"893,430,915,188","850,476,683,551",0,
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            상각후원가측정금융상품제거손실,"94,662,594",0,0,
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            기타포괄손익-공정가치측정금융상품관련손실,"35,119,729,364",0,0,
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            당기손익-공정가치측정금융상품관련손실,"208,350,855,331",0,0,
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            파생상품관련비용,"752,641,791,450","1,013,559,366,560","801,005,858,173",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            기타투자비용,"42,420,187,716","37,143,292,320","23,769,681,570",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            대손상각비,0,"27,467,228,027","8,718,422,513",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            대출채권처분손실,0,"25,021","47,219,687",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            매도가능금융상품관련손실,0,"128,104,135,022","57,474,971,074",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            당기손익인식금융상품관련손실,0,"19,884,552,522","5,471,228,267",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            부동산관리비,"21,398,632,681","20,062,414,489","17,575,512,826",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            외화거래손실,"68,386,344,623","128,042,075,642","40,402,922,770",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            금융부채의 이자비용,"266,523,523,639","159,671,622,630","28,708,491,741",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            재산관리비,"43,002,037,500","45,285,852,315","76,749,907,564",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,         투자영업수익,"2,847,605,508,792","3,004,368,900,810","2,463,715,731,344",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            상각후원가측정금융상품제거이익,"3,570,850,076",0,0,
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            파생상품관련수익,"413,416,561,953","588,661,282,925","320,312,858,594",
손익계산서,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            당기손익-공정가치측정금융상품관련이익,"307,416,691,562",0,0,
