재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         기초자본,"845,729,165,000","845,729,165,000","845,729,165,000",
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         회계정책 변경 전 기초자본,"845,729,165,000","845,729,165,000","845,729,165,000",
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         회계정책 변경효과,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               연차배당,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권 이익분배금,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  자기주식의 취득,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권발행,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권상환,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               비지배지분에 대한 배당금,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               기타변동 합계,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                     당기손익-공정가치지정 금융부채의 자기신용위험 변동,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                     기타포괄손익-공정가치측정금융자산평가손익,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                     기타포괄손익-공정가치측정지분증권처분손익,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                     기타포괄손익-공정가치측정 금융자산의 기대신용손실,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  보험계약자산(부채)의 순금융손익,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  당기손익조정접근법,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  현금흐름위험회피평가손익,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  해외사업장 외화환산손익,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  순확정급여부채(자산)의 재측정요소,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  해외사업장순투자위험회피평가손익,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                     관계기업의 기타포괄손익에 대한 지분,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               당기순이익,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         자본총계,"845,729,165,000","845,729,165,000","845,729,165,000",
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         기초자본,"498,097,600,000","498,097,600,000","298,851,640,000",
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         회계정책 변경 전 기초자본,"498,097,600,000","498,097,600,000","298,851,640,000",
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         회계정책 변경효과,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               연차배당,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권 이익분배금,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  자기주식의 취득,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권발행,"265,068,251,000",0,"199,245,960,000",
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권상환,"149,400,980,000",0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               비지배지분에 대한 배당금,0,0,0,
자본변동표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               기타변동 합계,0,0,0,
