재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,         기초자본,"212,231,945,000","212,231,945,000","212,231,945,000",
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,               연차배당,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  자기주식의 증가,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,               소유주와의 거래 합계,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            자본 증가(감소) 합계,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,               총포괄손익,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                     당기손익-공정가치측정지정금융부채 신용위험변동효과,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                     기타포괄손익-공정가치측정채무증권평가손익,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                     기타포괄손익-공정가치측정금융자산평가손익,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  토지재평가,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  기타포괄손익,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,               당기순이익(손실),0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,         자본총계,"212,231,945,000","212,231,945,000","212,231,945,000",
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,         기초자본,"118,924,276,364","118,924,276,364","118,924,276,364",
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,               연차배당,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                  자기주식의 증가,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,               소유주와의 거래 합계,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,            자본 증가(감소) 합계,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,               총포괄손익,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                     당기손익-공정가치측정지정금융부채 신용위험변동효과,0,0,0,
자본변동표,016610,DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,KRW,                     기타포괄손익-공정가치측정채무증권평가손익,0,0,0,
