재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            자기주식의 취득,"19,978,862,800",0,0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신종자본증권의 상환,"150,000,000,000",0,0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            비지배지분의 증가,"99,717,480,000",0,0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            보증금의 증가,"376,882,011",0,0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기금계정미지급금의 감소,0,"4,203,117,920",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신탁계정미지급금의 감소,"9,142,945,441","189,036,873,720",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            차입부채의 증가,"1,086,894,437,052","3,933,030,751,195",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            위험회피활동으로 인한 현금유입,0,"783,854",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            투자부동산의 처분,0,"1,790,000,000",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  보험계약부채의 증가(감소),"-117,981,862,152","-134,098,728,858",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  환매조건부채권매도의 감소,0,"-187,451,467,417",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  재보험계약부채의 감소,"-62,262,749","-1,122,198,170",0,
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,      기초현금및현금성자산,"3,559,299,887,796","3,253,281,647,806","2,726,085,967,675",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,      기말 현금및현금성자산,"4,006,474,436,832","3,559,299,887,796","3,074,241,707,034",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         재무활동으로 인한 현금흐름,"-1,092,042,381,830","3,356,369,792,333","538,342,696,759",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기금계정미지급금의 증가,"4,013,028,580",0,"540,255,270",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신탁계정미지급금의 증가,"231,211,523,755",0,"32,927,238,950",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신종자본증권의 발행,"265,068,251,000",0,"199,245,960,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            비지배지분의 감소,"615,554,092,686","30,570,800,000","30,570,800,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신종자본증권 이익분배금의 지급,"22,074,549,997","18,325,000,000","14,850,000,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            연차배당금의 지급,"113,874,362,390","113,496,842,372","69,352,267,903",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기타,"302,054,000","-165,450,000","923,592,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            리스부채의 지급,"27,454,566,095","27,011,772,311","23,742,740,832",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            종속회사에 대한 지분변동,"-4,200,180,769","1,000,000,000","1,700,000,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            사채의 발행,"4,423,839,572,639","3,274,350,894,490","3,112,054,819,140",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            사채의 상환,"3,675,555,544,634","2,839,700,000,000","2,334,600,000,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            차입부채의 감소,"2,565,253,624,044","629,501,997,029","335,933,359,866",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         투자활동으로 인한 현금흐름,"-404,631,080,707","-214,828,181,285","-1,373,650,394,888",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            보증금의 감소,"3,873,066,630","17,517,458,798","13,013,953,245",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            당기손익-공정가치측정금융자산의 처분,"1,002,428,417,140","1,232,945,031,228","490,648,139,117",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            상각후원가측정금융자산의처분,"1,115,184,823,458","1,247,903,441,125","2,252,084,303,537",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기타포괄손익-공정가치측정금융자산의처분,"2,513,678,193,319","1,692,399,665,468","2,639,308,400,491",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            당기손익-공정가치측정금융자산의취득,"1,458,372,219,867","1,472,146,856,195","854,866,612,019",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            상각후원가측정금융자산의취득,"1,193,075,048,264","1,093,586,722,952","1,611,599,567,688",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기타포괄손익-공정가치측정금융자산의취득,"2,251,405,523,638","1,637,639,671,663","4,131,007,988,139",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            종속기업투자주식의 취득,"13,800,300,000",0,"33,238,081,989",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            위험회피활동으로 인한 현금지급,"24,761,624,499","39,969,337,068","1,475,507,237",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기타,0,"51,919,862","-1,179,765,730",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            무형자산의 처분,"67,500,000","450,000,000","403,700,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            관계기업투자자산의 처분,"7,208,966,086","21,500,818,140","26,373,052,701",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            유형자산의 처분,"2,804,949,713","11,720,619,145","20,637,217,616",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            무형자산의 취득,"52,707,548,218","55,023,080,638","70,721,738,390",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            관계기업투자자산의 취득,"24,461,764,027","94,058,000,000","42,967,500,000",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            투자부동산의 취득,"1,691,785,937",0,"1,501,688,077",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            유형자산의 취득,"29,224,300,592","48,684,250,389","67,560,712,326",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         영업활동으로 인한 현금흐름,"1,950,012,025,290","-2,833,039,043,384","1,170,645,457,189",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            영업에서 창출된 현금흐름,"68,318,247,442","-4,633,579,209,482","-471,367,671,345",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               영업활동으로 인한 자산 부채의 변동,"675,719,836,543","-4,014,537,751,863","253,709,556,359",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  미상각신계약비의 감소(증가),0,0,"-47,897,754,224",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  파생상품자산의 감소(증가),"245,693,484,369","46,581,036,791","146,308,237,213",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  예치금의 감소(증가),"-121,609,718,774","367,398,233,529","10,112,184,704",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  당기손익-공정가치측정 금융자산의 감소(증가),"643,289,673,771","-1,241,760,665,542","859,557,531,319",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  특별계정자산의 감소(증가),0,0,"-395,635,277,319",
현금흐름표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  당기손익-공정가치측정금융부채의 증가(감소),"48,595,093,585","-1,013,502,578,266","901,018,900,380",
