재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,      기초현금및현금성자산,"5,894,731,642,850","4,947,247,612,497","4,287,036,370,300",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,      기말현금및현금성자산,"4,970,459,564,339","5,894,731,642,850","4,947,247,612,497",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         재무활동순현금흐름,"1,415,602,612,264","-1,648,063,303,666","2,691,076,715,841",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신종자본증권의 발행,"149,487,602,000",0,0,
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신종자본증권의 상환,"250,000,000,000",0,0,
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기타부채의 증감,"-493,500,916,077","-22,502,754,037","66,645,550,957",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            신종자본증권의 배당,"25,677,863,013","30,187,500,000","31,395,000,000",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            자기주식의 취득,"-15,999,878,770",0,0,
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            자기주식의 소각,"-730,240",0,0,
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            비지배지분의 증감,"-500,000,000,000","49,034,460,000",0,
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            사채의 발행,"6,974,146,848,231","3,894,842,878,273","6,172,059,952,686",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            사채의 상환,"-6,160,857,922,876","-5,202,211,709,588","-4,019,048,250,000",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            배당금지급,"234,978,636,925","181,681,726,240","103,818,110,080",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            비지배지분에 지급된 배당금,"39,124,648,629","48,170,521,917","43,240,450,000",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            리스부채의 지급,"31,837,687,835","31,816,934,018","25,707,633,876",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            차입금의 증가,"33,858,614,762,328","23,173,155,140,678","20,462,462,100,754",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            차입금의 감소,"32,801,670,148,084","23,293,530,144,891","19,653,590,342,686",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         투자활동순현금흐름,"-2,338,617,709,742","-1,015,638,625,985","-1,379,359,155,901",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            당기손익-공정가치금융자산의처분,"5,720,324,224,558","4,720,536,698,609","5,070,668,607,077",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            상각후원가금융자산 처분,"1,432,381,897,666","2,062,373,420,648","1,862,944,131,189",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기타포괄손익-공정가치금융자산의처분,"2,016,502,552,764","553,468,363,074","2,433,099,210,455",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            당기손익-공정가치금융자산의취득,"5,653,643,895,315","4,997,029,699,449","5,260,433,270,703",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            상각후원가측정금융자산의취득,"1,372,244,903,060","2,528,943,462,469","2,691,964,551,148",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기타포괄손익-공정가치측정금융자산의취득,"3,902,905,528,094","652,673,889,831","2,289,312,037,533",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            임차보증금의 증감 등,"-4,261,211,508","5,931,709,499","16,041,736,689",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            무형자산의 처분,"37,282,203","292,253,688","615,889,359",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            관계기업투자자산의 처분,"835,171,227,413","618,041,644,679","301,385,382,048",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            유형자산의 처분,"5,152,058,385","8,855,509,160","35,202,439,219",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            무형자산의 취득,"66,542,069,324","79,519,407,279","67,177,583,714",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            관계기업투자자산의 취득,"1,231,597,925,255","628,975,594,976","688,992,053,831",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            투자부동산의 취득,"1,808,916,160","1,461,900,000","1,847,453,428",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            유형자산의 취득,"115,182,504,015","96,534,271,338","99,589,601,580",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         영업활동순현금흐름,"-5,802,136,414","3,609,242,228,963","-657,584,723,141",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            영업에서 창출된 현금흐름,"-3,058,821,245,280","627,766,592,310","-3,081,121,937,651",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               영업활동으로 인한 자산 부채의 변동,"-2,330,556,960,970","1,228,853,944,061","-2,497,158,651,491",
현금흐름표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  예치금의 증감,"-70,409,403,312","84,253,559,145","-184,119,530,267",
