재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_InstallmentFinancialAssets,         할부금융자산,"439,146,539,749","415,100,774,711","348,786,754,843"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_LeasedAssets,         리스자산,"1,805,063,004,884","1,380,722,927,761","1,283,145,824,911"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_SecuritiesAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"376,619,197,289","354,920,496,651","280,436,337,892"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"8,805,946,691,575","8,426,190,362,336","8,263,118,817,691"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_CashAndCashEquivalents,         현금및현금성자산,"90,819,323,479","66,099,291,360","316,489,470,333"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceLeaseReceivables,         리스채권,"427,366,853,293","451,122,496,365","578,198,369,127"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtAmortisedCost,         상각후원가측정금융자산,"5,395,661,001,528","5,493,012,375,692","5,243,639,450,994"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_DueFromBanksAtAmortisedCost,            상각후원가측정예치금,"4,664,000","4,664,000","4,664,000"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_LoansAtAmortisedCost,            상각후원가측정대출채권,"5,297,054,530,535","5,408,383,157,154","5,165,534,783,275"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_OtherFinancialAssetsAtAmortisedCost,            상각후원가측정기타금융자산,"98,601,806,993","84,624,554,538","78,100,003,719"
"재무상태표, 기타 - 별도",[null],BNK캐피탈,기타법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"8,838,624,368","8,591,845,442","8,984,365,701"
