재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CashAndDuefromBanks,         현금및예치금,"251,386,575,669","351,874,202,330","106,781,837,973"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00168933_FinancialAssetsAtFairValueThroughProfitOrLossInAccordanceWithIas39OfAssetsAbstract,         당기손익인식금융자산,0,"1,148,185,347,560","246,088,226,241"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00168933_FinancialAssetsAvailableForSaleOfAssetsAbstract,         매도가능금융자산,0,"2,197,949,748,473","2,361,787,206,488"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00168933_HeldToMaturityInvestmentsOfAssetsAbstract,         만기보유금융자산,0,"3,169,606,121,657","2,457,942,615,420"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00168933_LoansOfAssetsAbstract,         대출채권,0,"3,533,214,274,525","4,324,637,732,647"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00168933_SeparateAccountAssetsOfAssetsAbstract,         특별계정자산,0,0,"1,775,308,347,187"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"10,230,555,043,163","11,297,581,644,124","12,562,398,952,547"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,         당기법인세자산,0,0,"15,098,576,978"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,         이연법인세자산,0,0,"47,322,144,899"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssetsHeldForHedging,         위험회피목적파생상품자산,"73,102,556,217","67,239,267,075","7,428,733,535"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtAmortisedCost,         상각후원가측정금융자산,0,0,0
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"6,311,675,173,420",0,0
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"2,876,413,126,121",0,0
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"34,913,586,739","33,516,910,566","12,809,807,064"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,         투자부동산,"199,722,655,961","197,323,864,206","185,393,857,791"
"재무상태표, 보험 - 별도",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,         종속기업투자주식,"184,936,367,339","343,562,735,910","363,233,368,516"
